OMR Version,Policy # (masked),Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
Sign Top,7512,75000,76926,15100,15102,,,,
Sign Bottom,7513,112098,114961,45684,79795,,,,
Sign Bottom,7514,120000,169531,,,164250,203542,,
Sign Bottom,7515,150348,152569,3126,10322,,,,
Sign Top,7516,6,12918,,,,,,
Sign Top,7517,9,7981,,,,,,
Sign Top,7518,10919,56898,78319,115665,,,,
Sign Top,7519,96659,114100,,,,,,
Sign Top,7520,41039,56736,22853,32272,,,,
Sign Bottom,7521,145250,162616,37523,55202,,,,
Sign Top,7522,50200,82765,19800,24259,,,,
Sign Bottom,7523,101912,137657,39331,47801,,,120080,125119
Sign Top,7524,38719,71292,,,,,,
Sign Bottom,7525,80820,119363,79521,105237,,,,
Sign Top,7526,2,26644,6800,51540,,,,
Sign Bottom,7527,7978,9161,,,,,,
Sign Top,7528,119377,142042,,,,,,
Sign Bottom,7529,27679,32352,,,,,,
Sign Bottom,7530,171721,175732,40755,79736,38087,48705,,
Sign Top,7531,154,46435,38419,54247,,,,
Sign Top,7532,61198,99018,91965,117747,,,,
Sign Top,7533,39332,83919,102374,144863,,,,
Sign Top,7534,15382,54835,,,,,,
Sign Top,7535,11937,52868,38000,58850,,,,
Sign Bottom,7536,35887,83484,144312,183480,,,,
Sign Top,7537,63136,80141,28199,62863,,,,
Sign Top,7538,54868,81170,63386,109336,,,,
Sign Bottom,7539,29276,64526,,,,,,
Sign Bottom,7540,14846,23819,13821,46095,18864,30120,33985,71124
Sign Bottom,7541,29412,70280,,,,,,
Sign Bottom,7542,97396,109416,20289,65599,,,,
Sign Bottom,7543,37184,68180,49750,69823,,,,
Sign Top,7544,46226,51571,,,,,,
Sign Bottom,7545,122310,156374,84647,134533,,,,
Sign Top,7546,59827,100549,,,,,,
Sign Top,7547,109000,118921,,,,,,
Sign Top,7548,204999,221700,202499,235197,11664,50132,,
Sign Bottom,7549,25,21335,7000,20091,52462,60344,,
Sign Bottom,7550,92495,99358,,,,,,
Sign Bottom,7551,60054,69495,,,,,,
Sign Top,7552,106600,139394,90843,121437,26000,38394,,
Sign Bottom,7553,102200,126015,82000,109716,,,178988,197735
Sign Top,7554,67646,96949,,,,,,
Sign Bottom,7555,78190,128137,,,,,,
Sign Top,7556,34937,71939,,,,,,
Sign Top,7557,3800,6576,18506,66369,,,,
Sign Bottom,7558,25969,70281,,,,,,
Sign Bottom,7559,158020,189187,,,,,,
Sign Bottom,7560,115378,130713,,,7585,57445,81420,117840
Sign Bottom,7561,71904,72628,107489,113936,,,,
Sign Top,7562,993,13384,,,,,,
Sign Bottom,7563,43086,83637,61343,85820,,,,
Sign Bottom,7564,150000,182743,,,,,,
Sign Top,7565,56953,61955,314584,342761,,,,
Sign Bottom,7566,142131,160215,,,,,,
Sign Bottom,7567,80703,100904,,,,,,
Sign Top,7568,36453,37996,,,,,,
Sign Top,7569,114043,130837,,,,,,
Sign Bottom,7570,9200,9609,,,150001,198308,,
Sign Top,7571,90480,115886,,,,,,
Sign Top,7572,17201,58584,,,,,,
Sign Top,7573,17555,26566,,,,,,
Sign Top,7574,21000,26481,124405,146955,99999,115676,,
Sign Top,7575,89034,133878,31198,46968,,,,
Sign Bottom,7576,8672,45407,,,,,,
Sign Bottom,7577,78200,112474,,,,,,
Sign Bottom,7578,59297,68845,61950,75035,,,,
Sign Top,7579,210496,225228,130344,163550,,,,
Sign Bottom,7580,39977,42493,34183,41706,,,,
Sign Bottom,7581,129936,164125,,,,,,
Sign Bottom,7582,54946,61656,34726,54909,,,7732,44982
Sign Top,7583,353,44997,,,,,,
Sign Top,7584,35137,49863,,,,,,
Sign Top,7585,58591,67689,,,,,,
Sign Bottom,7586,107418,155343,159943,202335,,,,
Sign Bottom,7587,57668,84510,75485,105893,,,46464,96344
Sign Bottom,7588,226500,267791,214653,245578,,,,
Sign Top,7589,367,40084,,,,,,
Sign Bottom,7590,56348,93482,9272,56103,,,,
Sign Top,7591,15812,64606,25315,30141,,,,
Sign Top,7592,136844,165644,,,,,,
Sign Bottom,7593,55807,81456,,,,,,
Sign Top,7594,558,16240,39303,73902,,,,
Sign Top,7595,1474,50160,,,,,,
Sign Top,7596,4087,25411,,,,,,
Sign Bottom,7597,120692,149923,,,,,,
Sign Bottom,7598,49622,76087,,,,,,
Sign Bottom,7599,60107,94193,23932,41815,,,,
Sign Top,7600,110263,150311,8752,22876,,,,
Sign Bottom,7601,150387,191030,90677,136435,88310,105465,,
Sign Top,7602,34116,38043,,,,,,
Sign Bottom,7603,8985,42164,,,,,,
Sign Bottom,7604,12291,59065,,,,,,
Sign Top,7605,154676,187269,60215,96186,,,,
Sign Top,7606,97394,131703,,,,,,
Sign Top,7607,168724,204228,,,,,,
Sign Top,7608,10,10662,,,,,,
Sign Bottom,7609,55366,72790,17398,30185,,,,
Sign Bottom,7610,73266,78305,,,,,,
Sign Top,7611,59000,92175,,,,,,
Sign Bottom,7612,17768,23886,193213,225312,,,,
Sign Bottom,7613,82375,97734,27204,49963,,,,
Sign Top,7614,50,46530,3023,51931,123000,127046,,
Sign Top,7615,134203,135842,,,,,,
Sign Bottom,7616,118487,153198,10640,59150,,,,
Sign Top,7617,143955,192426,,,,,,
Sign Top,7618,1001,10918,,,,,,
Sign Bottom,7619,105510,141534,148800,169605,,,,
Sign Bottom,7620,259342,271299,,,,,,
Sign Top,7621,34297,60888,59700,107192,,,,
Sign Bottom,7622,27603,52370,,,509,29273,,
Sign Top,7623,89000,92164,,,,,,
Sign Bottom,7624,4535,14085,,,,,,
Sign Bottom,7625,80283,99708,,,,,,
Sign Bottom,7626,130427,146124,,,,,,
Sign Top,7627,170000,206118,,,,,,
Sign Bottom,7628,49330,78054,,,,,,
Sign Bottom,7629,138172,187487,,,,,,
Sign Top,7630,30000,66551,15000,52393,,,,
Sign Bottom,7631,17019,17348,97749,116022,,,,
Sign Top,7632,68989,109061,,,,,,
Sign Bottom,7633,91786,140103,,,,,,
Sign Bottom,7634,16648,19742,,,,,,
Sign Bottom,7635,38663,79126,82978,118606,,,,
Sign Top,7636,56767,66084,,,,,,
Sign Top,7637,149873,191382,,,,,,
Sign Top,7638,160089,187475,,,,,,
Sign Bottom,7639,6395,32259,,,,,,
Sign Bottom,7640,74347,115785,,,,,,
Sign Bottom,7641,53696,76412,53802,68362,,,,
Sign Top,7642,184244,208351,,,,,,
Sign Top,7643,33168,78070,,,,,,
Sign Bottom,7644,57799,84178,,,,,,
Sign Top,7645,40468,66374,,,,,,
Sign Bottom,7646,12576,16594,,,,,,
Sign Bottom,7647,52185,57970,38625,43620,,,,
Sign Top,7648,92549,125839,,,,,89,25587
Sign Top,7649,1931,35083,,,,,,
Sign Bottom,7650,113124,117628,198256,211659,,,,
Sign Top,7651,91000,129932,15900,55371,,,,
Sign Bottom,7652,16345,42675,97700,114081,,,,
Sign Bottom,7653,340232,363731,,,,,,
Sign Bottom,7654,130262,163369,70772,120327,,,,
Sign Bottom,7655,79550,96281,8640,20940,,,,
Sign Top,7656,42029,60233,,,,,,
Sign Top,7657,94349,116764,,,,,,
Sign Bottom,7658,17906,19904,19198,40612,,,,
Sign Top,7659,20437,58873,22041,52029,,,,
Sign Bottom,7660,141740,148681,,,,,,
Sign Top,7661,152970,195202,105199,144088,,,,
Sign Bottom,7662,216674,248561,103000,108307,,,,
Sign Top,7663,70850,84447,46335,62201,,,,
Sign Top,7664,4000,24898,,,,,,
Sign Bottom,7665,90262,115962,53554,77110,,,,
Sign Bottom,7666,3465,18657,,,,,,
Sign Bottom,7667,68587,105048,,,,,,
Sign Top,7668,700,22738,488,3981,,,,
Sign Top,7669,54302,59286,,,,,,
Sign Top,7670,2065,37329,51493,80075,,,,
Sign Top,7671,107,15521,,,,,62260,103088
Sign Bottom,7672,86937,134689,,,,,,
Sign Top,7673,7782,11403,,,,,,
Sign Top,7674,98085,106114,52592,74829,,,,
Sign Top,7675,97155,106287,,,,,,
Sign Top,7676,103657,110101,49823,58855,,,,
Sign Bottom,7677,37190,83431,69165,93142,,,,
Sign Bottom,7678,163219,166218,41744,70737,,,,
Sign Bottom,7679,70661,98601,,,,,,
Sign Top,7680,50377,51775,,,,,,
Sign Top,7681,99600,148215,,,,,,
Sign Top,7682,60817,64114,,,,,,
Sign Top,7683,137000,184415,,,,,,
Sign Top,7684,90010,132964,79815,125643,,,,
Sign Top,7685,148513,151290,,,,,,
Sign Bottom,7686,98927,148277,147401,148761,,,,
Sign Bottom,7687,139037,174431,,,,,,
Sign Bottom,7688,126107,168635,,,,,,
Sign Top,7689,16,35793,,,,,,
Sign Bottom,7690,32401,61426,,,,,,
Sign Top,7691,48000,69377,,,71115,100509,,
Sign Top,7692,56530,77168,74089,105151,,,,
Sign Top,7693,98224,136120,,,,,,
Sign Top,7694,51055,79083,,,,,,
Sign Bottom,7695,135164,152351,,,,,,
Sign Bottom,7696,47120,48932,,,,,,
Sign Bottom,7697,10643,60324,86455,118926,,,,
Sign Bottom,7698,138014,142895,,,,,,
Sign Top,7699,647,22379,,,,,,
Sign Top,7700,0,15204,36000,62504,31000,40585,,
Sign Bottom,7701,76077,110799,27905,32802,,,,
Sign Top,7702,107206,123979,,,,,,
Sign Bottom,7703,93954,97426,,,,,,
Sign Top,7704,98068,139639,,,,,,
Sign Top,7705,120000,129897,77000,104671,,,,
Sign Bottom,7706,83878,123909,,,,,139270,181507
Sign Top,7707,29765,76392,,,,,,
Sign Bottom,7708,128659,144931,,,,,,
Sign Top,7709,91298,132643,16499,39719,,,,
Sign Bottom,7710,43099,70636,73526,105570,,,,
Sign Top,7711,31198,44666,,,,,,
Sign Top,7712,525,18790,,,,,,
Sign Top,7713,51760,83886,,,,,,
Sign Bottom,7714,32454,47160,62000,69122,,,,
Sign Bottom,7715,44511,67378,,,,,,
Sign Bottom,7716,55297,95593,,,,,,
Sign Bottom,7717,79396,104869,,,,,,
Sign Top,7718,14000,31064,,,,,,
Sign Top,7719,97000,145458,133064,148630,,,,
Sign Bottom,7720,76985,105361,89578,124144,,,,
Sign Bottom,7721,75675,89694,18772,27572,,,,
Sign Bottom,7722,61766,85886,,,,,,
Sign Top,7723,45,1709,10,30962,,,,
Sign Bottom,7724,92781,107944,119533,144904,,,,
Sign Bottom,7725,28300,38928,,,,,,
Sign Bottom,7726,14578,58149,,,,,,
Sign Bottom,7727,146182,192374,,,,,,
Sign Bottom,7728,40806,70636,52345,100637,,,,
Sign Top,7729,8500,33060,,,,,,
Sign Top,7730,30107,41013,,,,,,
Sign Top,7731,698,32724,,,,,,
Sign Bottom,7732,102985,130619,21043,27275,,,,
Sign Bottom,7733,137540,171991,14182,59652,,,,
Sign Bottom,7734,89253,131151,,,120055,162344,,
Sign Bottom,7735,51056,51819,57379,60999,,,,
Sign Bottom,7736,72053,96310,111697,122430,,,,
Sign Top,7737,54572,74810,,,,,,
Sign Top,7738,32612,61911,,,,,,
Sign Bottom,7739,102159,131624,,,,,,
Sign Top,7740,42000,74518,,,,,,
Sign Bottom,7741,118029,143568,,,127854,152403,,
Sign Top,7742,1067,26838,45909,59541,,,,
Sign Top,7743,50195,59302,194763,229114,,,,
Sign Top,7744,27433,73703,18507,37964,,,,
Sign Bottom,7745,40269,60189,,,,,,
Sign Top,7746,58950,102792,200084,247966,,,,
Sign Top,7747,201,22714,43280,91416,,,,
Sign Bottom,7748,96878,123718,43581,70094,,,,
Sign Top,7749,11289,23070,,,,,,
Sign Top,7750,160885,194092,,,,,,
Sign Bottom,7751,20973,23793,,,,,,
Sign Top,7752,5100,40804,,,,,,
Sign Top,7753,97000,117396,,,,,,
Sign Bottom,7754,84736,85218,47959,92566,,,,
Sign Top,7755,42000,51456,5000,15563,,,,
Sign Top,7756,0,7177,,,,,,
Sign Bottom,7757,71713,71737,,,,,,
Sign Top,7758,22667,23735,,,,,,
Sign Bottom,7759,71458,87993,,,,,,
Sign Top,7760,62886,110894,84566,121752,68,2656,,
Sign Top,7761,9000,21443,35000,77771,,,,
Sign Top,7762,110156,127941,,,,,,
Sign Top,7763,830,37325,34348,77359,,,,
Sign Bottom,7764,142014,167806,,,,,,
Sign Top,7765,38500,52028,19100,51365,,,,
Sign Bottom,7766,28091,55269,,,,,,
Sign Bottom,7767,150000,184389,90000,92825,88000,137720,,
Sign Bottom,7768,21528,21590,,,,,,
Sign Top,7769,52000,63233,,,,,,
Sign Bottom,7770,86407,116336,171793,204343,,,,
Sign Bottom,7771,38117,85543,,,99600,115119,,
Sign Bottom,7772,35400,57361,,,0,2054,,
Sign Top,7773,49519,77437,68727,111947,,,,
Sign Top,7774,19511,28128,,,,,,
Sign Top,7775,43296,84760,33192,57293,,,,
Sign Bottom,7776,41781,46626,,,,,,
Sign Bottom,7777,115692,116208,28268,42095,,,,
Sign Top,7778,81000,130958,54000,63706,,,,
Sign Top,7779,72013,109943,,,127932,163003,,
Sign Top,7780,70185,91140,,,47896,80487,,
Sign Top,7781,9000,43584,29180,55625,,,,
Sign Top,7782,52487,64375,14735,56316,,,,
Sign Bottom,7783,54774,84198,8955,24741,,,,
Sign Bottom,7784,44126,92198,56211,94064,,,86253,99826
Sign Top,7785,3745,6654,97318,146418,,,,
Sign Top,7786,31400,58917,89578,135771,,,,
Sign Top,7787,65601,81249,,,,,,
Sign Bottom,7788,24707,55544,,,,,,
Sign Bottom,7789,61100,99417,45900,67147,,,,
Sign Bottom,7790,126310,148355,,,,,,
Sign Top,7791,25119,32926,150011,164412,,,,
Sign Bottom,7792,84500,95565,,,,,,
Sign Top,7793,63285,85831,1,43860,,,,
Sign Top,7794,180000,218420,180000,185190,0,28155,,
Sign Bottom,7795,35387,47637,,,,,,
Sign Top,7796,24014,35226,59031,108511,,,,
Sign Top,7797,5,49212,38000,82597,,,,
Sign Bottom,7798,188512,204225,48846,73836,,,,
Sign Top,7799,29636,55804,30691,55527,,,,
Sign Bottom,7800,44519,80116,60124,86294,,,,
Sign Bottom,7801,171013,211565,,,,,,
Sign Bottom,7802,88618,114714,16006,35139,,,,
Sign Top,7803,0,46100,,,,,,
Sign Top,7804,60000,108799,25660,64996,,,,
Sign Top,7805,630,22996,,,,,,
Sign Top,7806,3628,38199,,,,,,
Sign Top,7807,782,9618,77411,106777,,,,
Sign Top,7808,77781,116433,,,,,,
Sign Top,7809,135757,139882,,,,,,
Sign Top,7810,53881,63980,,,,,,
Sign Bottom,7811,90224,132398,,,,,4168,6736
Sign Bottom,7812,189978,210603,12436,23455,,,,
Sign Top,7813,125920,149529,,,,,,
Sign Bottom,7814,89362,119573,,,,,,
Sign Top,7815,133458,143217,111276,144179,,,,
Sign Bottom,7816,85715,121869,31786,56257,,,,
Sign Bottom,7817,148000,161417,,,,,,
Sign Bottom,7818,13402,60735,,,,,,
Sign Top,7819,34081,65761,62915,102261,,,,
Sign Bottom,7820,62000,84265,,,,,,
Sign Bottom,7821,184198,222606,,,,,,
Sign Top,7822,0,44434,,,,,,
Sign Top,7823,40263,78304,,,,,,
Sign Bottom,7824,853,11652,,,,,,
Sign Top,7825,94090,123209,,,84157,128037,,
Sign Bottom,7826,80385,127357,60013,91793,,,,
Sign Top,7827,71644,115630,,,,,,
Sign Top,7828,59326,72719,8765,8796,,,,
Sign Bottom,7829,184080,210594,,,,,,
Sign Top,7830,80974,100199,68359,90768,,,,
Sign Bottom,7831,293803,299935,,,,,,
Sign Bottom,7832,5743,31809,,,,,,
Sign Top,7833,47647,72518,75436,120301,,,,
Sign Top,7834,63657,73204,,,,,,
Sign Top,7835,180090,215801,,,,,,
Sign Bottom,7836,32796,56312,,,,,,
Sign Top,7837,740,35917,,,,,,
Sign Bottom,7838,85204,93053,,,,,,
Sign Bottom,7839,30109,79967,87905,130446,,,,
Sign Top,7840,201915,239721,6827,21335,,,,
Sign Bottom,7841,150377,165450,84453,90831,42933,62226,,
Sign Bottom,7842,65892,68613,,,,,,
Sign Bottom,7843,55147,71573,,,,,,
Sign Bottom,7844,197000,213263,,,,,,
Sign Bottom,7845,66062,67034,,,64687,73883,,
Sign Top,7846,14309,46927,17936,52265,,,,
Sign Top,7847,60000,94762,,,,,,
Sign Top,7848,82813,119109,27041,40217,,,,
Sign Top,7849,126000,172032,,,,,,
Sign Bottom,7850,100137,146401,,,,,,
Sign Bottom,7851,121955,125414,,,,,,
Sign Top,7852,1075,36518,,,,,,
Sign Bottom,7853,14103,30926,,,,,,
Sign Top,7854,79344,128394,,,,,,
Sign Bottom,7855,40019,64526,,,,,,
Sign Bottom,7856,99406,116568,,,,,,
Sign Top,7857,20000,47456,,,,,,
Sign Bottom,7858,140757,185249,75780,100534,,,,
Sign Bottom,7859,53399,54487,,,,,,
Sign Bottom,7860,30563,76408,,,179798,207226,,
Sign Top,7861,32320,56068,101712,111275,,,59873,86024
Sign Top,7862,16200,46180,,,,,,
Sign Bottom,7863,20670,33941,41369,65502,,,,
Sign Top,7864,3,29732,7500,13337,,,,
Sign Bottom,7865,31363,74074,88760,130235,,,,
Sign Bottom,7866,113627,154626,15549,22981,,,,
Sign Bottom,7867,206666,235243,133954,137716,,,,
Sign Bottom,7868,13780,54726,114326,141026,,,,
Sign Top,7869,75000,90566,,,108496,148457,,
Sign Bottom,7870,50539,97806,161939,185755,,,,
Sign Top,7871,25210,51390,,,,,,
Sign Top,7872,10,7305,3405,25586,,,,
Sign Top,7873,52103,57539,,,,,,
Sign Top,7874,111232,122330,42585,47559,,,,
Sign Top,7875,228098,253210,41597,83494,,,,
Sign Top,7876,114622,121564,,,,,,
Sign Top,7877,18684,43210,,,,,,
Sign Bottom,7878,203158,213281,,,,,,
Sign Top,7879,25163,70801,91927,105512,,,,
Sign Bottom,7880,44729,88610,43690,74209,37379,48560,,
Sign Bottom,7881,46311,52539,100335,130316,,,,
Sign Top,7882,106000,147591,,,,,,
Sign Top,7883,8408,22357,,,,,,
Sign Top,7884,63168,90115,,,,,,
Sign Bottom,7885,3954,32605,129510,152965,,,,
Sign Top,7886,17000,31163,13306,18395,,,,
Sign Top,7887,29,42731,26000,56844,50000,99892,,
Sign Top,7888,67778,107643,,,,,,
Sign Bottom,7889,10460,59563,,,,,,
Sign Top,7890,101301,109237,62000,97904,,,,
Sign Bottom,7891,8500,16974,,,,,,
Sign Top,7892,62148,104744,16132,42982,,,,
Sign Top,7893,73520,73889,25526,43526,,,,
Sign Bottom,7894,155637,201762,,,,,,
Sign Bottom,7895,64580,111085,,,,,,
Sign Bottom,7896,2386,8874,,,,,,
Sign Top,7897,129500,156641,35434,66433,,,,
Sign Top,7898,35475,67435,,,,,,
Sign Top,7899,34164,68548,,,,,,
Sign Top,7900,36339,53436,101119,141466,,,384,22931
Sign Bottom,7901,57227,79083,,,,,,
Sign Top,7902,68200,72122,,,,,,
Sign Top,7903,104159,144402,,,,,,
Sign Top,7904,76104,79602,,,,,130000,158488
Sign Top,7905,5612,40740,,,207609,211205,,
Sign Bottom,7906,30115,48517,,,,,,
Sign Bottom,7907,53538,80053,,,,,,
Sign Top,7908,6878,40111,48004,84121,,,,
Sign Bottom,7909,2052,34714,,,,,,
Sign Top,7910,21727,69189,,,102,46760,,
Sign Bottom,7911,140149,158150,86532,113206,,,,
Sign Top,7912,28593,70555,197,14988,,,,
Sign Bottom,7913,5650,19959,165173,178579,,,,
Sign Top,7914,48385,78150,,,112,23204,,
Sign Top,7915,142821,172773,52589,60491,,,,
Sign Top,7916,29957,78555,160289,161554,,,,
Sign Bottom,7917,38000,60077,44303,52785,,,,
Sign Bottom,7918,2300,3755,,,,,,
Sign Top,7919,103,15479,99229,138988,,,,
Sign Top,7920,139492,167008,,,,,,
Sign Bottom,7921,59000,70189,243181,258266,,,,
Sign Top,7922,62000,109967,,,,,,
Sign Top,7923,196000,227300,,,,,,
Sign Bottom,7924,10276,59926,100511,119855,,,,
Sign Top,7925,108466,119707,,,,,,
Sign Top,7926,8207,16719,79190,103992,,,744,12294
Sign Bottom,7927,10770,40024,,,,,,
Sign Bottom,7928,70022,103592,,,,,,
Sign Bottom,7929,125124,137256,,,,,,
Sign Bottom,7930,26428,53258,24113,32368,21601,64308,,
Sign Top,7931,175000,214544,,,,,,
Sign Bottom,7932,139893,188132,,,,,,
Sign Top,7933,38271,59952,,,,,,
Sign Bottom,7934,126429,139361,,,,,,
Sign Bottom,7935,87170,103543,,,,,,
Sign Bottom,7936,11126,59806,77720,115185,,,,
Sign Top,7937,116299,161535,94342,124880,,,,
Sign Top,7938,157911,157987,,,,,,
Sign Bottom,7939,120564,150723,,,,,,
Sign Bottom,7940,2413,25790,,,,,,
Sign Bottom,7941,13149,60313,,,,,,
Sign Bottom,7942,112456,126263,60463,87445,,,,
Sign Bottom,7943,11463,39143,,,,,,
Sign Top,7944,41341,63909,73201,122212,,,54000,82074
Sign Top,7945,765,47772,,,,,,
Sign Bottom,7946,31126,37627,,,,,,
Sign Bottom,7947,6922,18487,13927,61185,,,,
Sign Top,7948,79927,106926,101014,119571,,,,
Sign Bottom,7949,57085,87544,129087,137800,,,,
Sign Top,7950,100000,139792,65000,74465,,,,
Sign Bottom,7951,153246,165734,,,,,,
Sign Bottom,7952,200334,229614,60610,61781,,,,
Sign Bottom,7953,96610,102399,94630,143361,,,,
Sign Top,7954,52925,69285,60000,70977,,,,
Sign Top,7955,37000,57802,,,,,,
Sign Bottom,7956,25687,49283,91169,130961,,,,
Sign Bottom,7957,105785,116236,49417,85798,,,,
Sign Top,7958,73986,102021,,,,,,
Sign Bottom,7959,35349,77891,,,,,,
Sign Top,7960,963,20852,,,,,,
Sign Top,7961,46370,87550,,,,,,
Sign Bottom,7962,22458,43467,241088,268443,,,,
Sign Top,7963,42794,46150,112313,153544,,,,
Sign Top,7964,6500,24378,,,,,,
Sign Bottom,7965,4481,23972,32893,52823,,,,
Sign Top,7966,0,10351,,,,,,
Sign Top,7967,74618,123038,,,,,,
Sign Bottom,7968,35615,37964,,,,,,
Sign Bottom,7969,48433,71411,,,,,,
Sign Bottom,7970,160707,203995,68181,95614,,,,
Sign Bottom,7971,6234,28230,47493,63506,,,,
Sign Bottom,7972,34092,51858,47768,89288,26739,27600,,
Sign Bottom,7973,19442,39645,39817,61272,32300,33326,,
Sign Bottom,7974,24898,71200,133576,153487,,,,
Sign Bottom,7975,112754,129843,,,,,,
Sign Top,7976,11000,52324,0,40707,,,,
Sign Top,7977,46254,78229,142589,160219,,,,
Sign Top,7978,23475,58010,,,,,,
Sign Bottom,7979,64137,74820,,,,,,
Sign Top,7980,72000,92562,,,,,,
Sign Top,7981,59298,82938,,,,,,
Sign Bottom,7982,201755,227258,,,,,,
Sign Bottom,7983,72311,84608,25000,37975,,,,
Sign Top,7984,40,41425,46483,80694,,,,
Sign Bottom,7985,39042,53508,64519,80452,,,,
Sign Bottom,7986,79640,115913,,,,,,
Sign Top,7987,112481,116697,83981,124679,,,,
Sign Top,7988,87877,93874,,,,,,
Sign Top,7989,114509,157281,46733,89666,140506,159109,,
Sign Top,7990,100010,126286,109316,152749,,,,
Sign Bottom,7991,53140,56504,60184,64660,,,,
Sign Top,7992,106000,122052,,,,,,
Sign Top,7993,45989,58266,,,,,,
Sign Bottom,7994,174526,218520,172404,214707,,,,
Sign Top,7995,45694,93453,,,48232,70267,,
Sign Top,7996,160627,168995,40095,58283,,,,
Sign Top,7997,115123,164365,90090,117643,90299,138180,,
Sign Top,7998,29813,62766,,,,,,
Sign Bottom,7999,118316,148053,,,,,,
Sign Top,8000,81106,98193,32003,56981,,,,
Sign Top,8001,70000,82359,,,,,,
Sign Top,8002,84690,120915,,,,,,
Sign Bottom,8003,36966,62348,23569,44107,,,,
Sign Bottom,8004,108641,124754,,,,,,
Sign Bottom,8005,59828,90249,93590,113259,,,,
Sign Bottom,8006,21974,29907,,,,,,
Sign Top,8007,99333,127745,,,,,,
Sign Bottom,8008,90367,105081,14781,59827,170958,206243,147750,159129
Sign Top,8009,122509,160749,70378,82747,,,,
Sign Top,8010,168124,180800,13690,40982,,,,
Sign Bottom,8011,72300,103798,,,,,,
Sign Bottom,8012,109349,135476,83834,95996,,,,
Sign Top,8013,22000,56970,,,,,,
Sign Bottom,8014,115000,141733,,,,,,
Sign Bottom,8015,91709,140197,,,,,,
Sign Bottom,8016,66932,109394,,,,,,
Sign Top,8017,97518,109830,,,,,531,41128
Sign Top,8018,13545,55644,73003,121564,97739,126797,,
Sign Bottom,8019,133924,183179,169063,181299,,,,
Sign Bottom,8020,54969,64041,,,,,,
Sign Top,8021,90410,134692,,,,,,
Sign Bottom,8022,39616,70839,,,,,,
Sign Top,8023,58600,74147,,,,,,
Sign Bottom,8024,123208,124701,,,,,,
Sign Bottom,8025,0,26621,,,,,,
Sign Top,8026,80707,126153,97614,110566,,,,
Sign Bottom,8027,40284,66644,,,,,,
Sign Bottom,8028,46183,64576,11572,25598,,,,
Sign Bottom,8029,41868,80372,,,,,,
Sign Top,8030,59207,105542,,,,,,
Sign Bottom,8031,120898,155969,,,18687,59109,,
Sign Top,8032,34950,62770,,,,,,
Sign Bottom,8033,18017,45033,,,,,,
Sign Top,8034,4000,10497,94000,126353,49500,82952,,
Sign Top,8035,0,35538,,,,,,
Sign Bottom,8036,51959,64186,2742,6583,,,,
Sign Top,8037,134000,137546,,,,,,
Sign Bottom,8038,88400,108990,,,,,,
Sign Top,8039,9661,42874,,,,,,
Sign Top,8040,3400,22356,57000,94895,5,10744,,
Sign Bottom,8041,66371,113663,105339,135363,,,,
Sign Bottom,8042,86612,120506,,,,,,
Sign Bottom,8043,216432,220023,9387,32127,,,,
Sign Bottom,8044,241317,275231,,,48046,64482,,
Sign Bottom,8045,10403,54751,11217,24307,,,,
Sign Top,8046,141514,167824,,,,,,
